Start Date,End Date,Visitor/Neutral,Home/Neutral
2006-11-7,2006-11-9,Atlanta Hawks,Cleveland Cavaliers
2006-11-7,2006-11-9,Philadelphia 76ers,Indiana Pacers
2006-11-7,2006-11-9,Seattle SuperSonics,Miami Heat
2006-11-7,2006-11-9,Houston Rockets,Memphis Grizzlies
2006-11-7,2006-11-9,Golden State Warriors,New Orleans/Oklahoma City Hornets
2006-11-7,2006-11-9,Minnesota Timberwolves,Los Angeles Lakers
2006-11-8,2006-11-10,Seattle SuperSonics,Orlando Magic
2006-11-8,2006-11-10,Philadelphia 76ers,Toronto Raptors
2006-11-8,2006-11-10,Indiana Pacers,Washington Wizards
2006-11-8,2006-11-10,Charlotte Bobcats,Boston Celtics
2006-11-8,2006-11-10,Utah Jazz,New Jersey Nets
2006-11-8,2006-11-10,Houston Rockets,Milwaukee Bucks
2006-11-8,2006-11-10,Phoenix Suns,San Antonio Spurs
2006-11-8,2006-11-10,New York Knicks,Denver Nuggets
2006-11-8,2006-11-10,Los Angeles Lakers,Portland Trail Blazers
2006-11-8,2006-11-10,Dallas Mavericks,Los Angeles Clippers
2006-11-8,2006-11-10,Detroit Pistons,Sacramento Kings
2006-11-9,2006-11-11,Chicago Bulls,Cleveland Cavaliers
2006-11-9,2006-11-11,New Orleans/Oklahoma City Hornets,Golden State Warriors
2006-11-9,2006-11-11,Dallas Mavericks,Phoenix Suns
2006-11-10,2006-11-12,Seattle SuperSonics,Charlotte Bobcats
2006-11-10,2006-11-12,Orlando Magic,Indiana Pacers
2006-11-10,2006-11-12,Denver Nuggets,Philadelphia 76ers
2006-11-10,2006-11-12,Atlanta Hawks,Toronto Raptors
2006-11-10,2006-11-12,Milwaukee Bucks,Washington Wizards
2006-11-10,2006-11-12,Utah Jazz,Boston Celtics
2006-11-10,2006-11-12,Miami Heat,New Jersey Nets
2006-11-10,2006-11-12,New York Knicks,Houston Rockets
2006-11-10,2006-11-12,New Orleans/Oklahoma City Hornets,Portland Trail Blazers
2006-11-10,2006-11-12,Detroit Pistons,Los Angeles Lakers
2006-11-11,2006-11-13,Seattle SuperSonics,Atlanta Hawks
2006-11-11,2006-11-13,Boston Celtics,Cleveland Cavaliers
2006-11-11,2006-11-13,Orlando Magic,Minnesota Timberwolves
2006-11-11,2006-11-13,New York Knicks,San Antonio Spurs
2006-11-11,2006-11-13,Indiana Pacers,Chicago Bulls
2006-11-11,2006-11-13,Utah Jazz,Milwaukee Bucks
2006-11-11,2006-11-13,Memphis Grizzlies,Phoenix Suns
2006-11-11,2006-11-13,Detroit Pistons,Golden State Warriors
2006-11-12,2006-11-14,New Orleans/Oklahoma City Hornets,Los Angeles Clippers
2006-11-12,2006-11-14,Denver Nuggets,Charlotte Bobcats
2006-11-12,2006-11-14,New Jersey Nets,Washington Wizards
2006-11-12,2006-11-14,Houston Rockets,Miami Heat
2006-11-12,2006-11-14,Dallas Mavericks,Portland Trail Blazers
2006-11-12,2006-11-14,Toronto Raptors,Sacramento Kings
2006-11-12,2006-11-14,Memphis Grizzlies,Los Angeles Lakers
2006-11-13,2006-11-15,Orlando Magic,Boston Celtics
2006-11-13,2006-11-15,Seattle SuperSonics,New Jersey Nets
2006-11-13,2006-11-15,Cleveland Cavaliers,New York Knicks
2006-11-14,2006-11-16,Milwaukee Bucks,Atlanta Hawks
2006-11-14,2006-11-16,Denver Nuggets,Miami Heat
2006-11-14,2006-11-16,Portland Trail Blazers,Minnesota Timberwolves
2006-11-14,2006-11-16,Charlotte Bobcats,New Orleans/Oklahoma City Hornets
2006-11-14,2006-11-16,Chicago Bulls,Dallas Mavericks
2006-11-14,2006-11-16,San Antonio Spurs,Houston Rockets
2006-11-14,2006-11-16,Los Angeles Clippers,Utah Jazz
2006-11-14,2006-11-16,Toronto Raptors,Golden State Warriors
2006-11-15,2006-11-17,Portland Trail Blazers,Cleveland Cavaliers
2006-11-15,2006-11-17,Denver Nuggets,Orlando Magic
2006-11-15,2006-11-17,Indiana Pacers,Boston Celtics
2006-11-15,2006-11-17,New Orleans/Oklahoma City Hornets,Detroit Pistons
2006-11-15,2006-11-17,Milwaukee Bucks,New Jersey Nets
2006-11-15,2006-11-17,Washington Wizards,New York Knicks
2006-11-15,2006-11-17,Charlotte Bobcats,San Antonio Spurs
2006-11-15,2006-11-17,Memphis Grizzlies,Sacramento Kings
2006-11-15,2006-11-17,Philadelphia 76ers,Seattle SuperSonics
2006-11-16,2006-11-18,Chicago Bulls,Houston Rockets
2006-11-16,2006-11-18,Sacramento Kings,Golden State Warriors
2006-11-17,2006-11-19,New Jersey Nets,Indiana Pacers
2006-11-17,2006-11-19,Portland Trail Blazers,Boston Celtics
2006-11-17,2006-11-19,Minnesota Timberwolves,Cleveland Cavaliers
2006-11-17,2006-11-19,New York Knicks,Miami Heat
2006-11-17,2006-11-19,Washington Wizards,Detroit Pistons
2006-11-17,2006-11-19,Dallas Mavericks,Memphis Grizzlies
2006-11-17,2006-11-19,Chicago Bulls,San Antonio Spurs
2006-11-17,2006-11-19,Toronto Raptors,Los Angeles Lakers
2006-11-17,2006-11-19,Philadelphia 76ers,Phoenix Suns
2006-11-17,2006-11-19,Utah Jazz,Seattle SuperSonics
2006-11-18,2006-11-20,Miami Heat,Atlanta Hawks
2006-11-18,2006-11-20,Charlotte Bobcats,Orlando Magic
2006-11-18,2006-11-20,Cleveland Cavaliers,Washington Wizards
2006-11-18,2006-11-20,Houston Rockets,Detroit Pistons
2006-11-18,2006-11-20,Portland Trail Blazers,New Jersey Nets
2006-11-18,2006-11-20,Boston Celtics,New York Knicks
2006-11-18,2006-11-20,New Orleans/Oklahoma City Hornets,Minnesota Timberwolves
2006-11-18,2006-11-20,Memphis Grizzlies,Dallas Mavericks
2006-11-18,2006-11-20,Indiana Pacers,Milwaukee Bucks
2006-11-18,2006-11-20,Toronto Raptors,Denver Nuggets
2006-11-18,2006-11-20,Phoenix Suns,Utah Jazz
2006-11-18,2006-11-20,Seattle SuperSonics,Golden State Warriors
2006-11-18,2006-11-20,Philadelphia 76ers,Los Angeles Clippers
2006-11-19,2006-11-21,Chicago Bulls,Los Angeles Lakers
2006-11-19,2006-11-21,San Antonio Spurs,Sacramento Kings
2006-11-20,2006-11-22,Dallas Mavericks,Charlotte Bobcats
2006-11-20,2006-11-22,Houston Rockets,New York Knicks
2006-11-20,2006-11-22,Orlando Magic,Memphis Grizzlies
2006-11-20,2006-11-22,Toronto Raptors,Utah Jazz
2006-11-20,2006-11-22,San Antonio Spurs,Portland Trail Blazers
2006-11-20,2006-11-22,New Jersey Nets,Seattle SuperSonics
2006-11-20,2006-11-22,Phoenix Suns,Golden State Warriors
2006-11-21,2006-11-23,Memphis Grizzlies,Cleveland Cavaliers
2006-11-21,2006-11-23,Milwaukee Bucks,Indiana Pacers
2006-11-21,2006-11-23,Detroit Pistons,Philadelphia 76ers
2006-11-21,2006-11-23,Miami Heat,New Orleans/Oklahoma City Hornets
2006-11-21,2006-11-23,Washington Wizards,Dallas Mavericks
2006-11-21,2006-11-23,Chicago Bulls,Denver Nuggets
2006-11-21,2006-11-23,Los Angeles Clippers,Los Angeles Lakers
2006-11-22,2006-11-24,Boston Celtics,Charlotte Bobcats
2006-11-22,2006-11-24,Indiana Pacers,Orlando Magic
2006-11-22,2006-11-24,Cleveland Cavaliers,Toronto Raptors
2006-11-22,2006-11-24,Atlanta Hawks,Detroit Pistons
2006-11-22,2006-11-24,Miami Heat,San Antonio Spurs
2006-11-22,2006-11-24,Philadelphia 76ers,Milwaukee Bucks
2006-11-22,2006-11-24,New York Knicks,Minnesota Timberwolves
2006-11-22,2006-11-24,Washington Wizards,Houston Rockets
2006-11-22,2006-11-24,New Orleans/Oklahoma City Hornets,Phoenix Suns
2006-11-22,2006-11-24,New Jersey Nets,Portland Trail Blazers
2006-11-22,2006-11-24,Utah Jazz,Sacramento Kings
2006-11-22,2006-11-24,Denver Nuggets,Golden State Warriors
2006-11-22,2006-11-24,Seattle SuperSonics,Los Angeles Clippers
2006-11-24,2006-11-26,Toronto Raptors,Atlanta Hawks
2006-11-24,2006-11-26,New York Knicks,Boston Celtics
2006-11-24,2006-11-26,Orlando Magic,Miami Heat
2006-11-24,2006-11-26,Chicago Bulls,Philadelphia 76ers
2006-11-24,2006-11-26,Charlotte Bobcats,Detroit Pistons
2006-11-24,2006-11-26,Cleveland Cavaliers,Indiana Pacers
2006-11-24,2006-11-26,Washington Wizards,Memphis Grizzlies
2006-11-24,2006-11-26,Minnesota Timberwolves,New Orleans/Oklahoma City Hornets
2006-11-24,2006-11-26,Dallas Mavericks,San Antonio Spurs
2006-11-24,2006-11-26,Golden State Warriors,Denver Nuggets
2006-11-24,2006-11-26,Los Angeles Lakers,Utah Jazz
2006-11-24,2006-11-26,New Jersey Nets,Phoenix Suns
2006-11-24,2006-11-26,Sacramento Kings,Seattle SuperSonics
2006-11-25,2006-11-27,Miami Heat,Charlotte Bobcats
2006-11-25,2006-11-27,Atlanta Hawks,Orlando Magic
2006-11-25,2006-11-27,Detroit Pistons,Washington Wizards
2006-11-25,2006-11-27,Philadelphia 76ers,Cleveland Cavaliers
2006-11-25,2006-11-27,Chicago Bulls,New York Knicks
2006-11-25,2006-11-27,Los Angeles Clippers,Minnesota Timberwolves
2006-11-25,2006-11-27,New Orleans/Oklahoma City Hornets,Dallas Mavericks
2006-11-25,2006-11-27,Memphis Grizzlies,Houston Rockets
2006-11-25,2006-11-27,Boston Celtics,Milwaukee Bucks
2006-11-25,2006-11-27,Portland Trail Blazers,Sacramento Kings
2006-11-25,2006-11-27,Utah Jazz,Golden State Warriors
2006-11-26,2006-11-28,Indiana Pacers,Toronto Raptors
2006-11-26,2006-11-28,Los Angeles Clippers,Denver Nuggets
2006-11-26,2006-11-28,Phoenix Suns,Portland Trail Blazers
2006-11-26,2006-11-28,San Antonio Spurs,Seattle SuperSonics
2006-11-26,2006-11-28,New Jersey Nets,Los Angeles Lakers
2006-11-27,2006-11-29,Philadelphia 76ers,Miami Heat
2006-11-27,2006-11-29,Minnesota Timberwolves,Dallas Mavericks
2006-11-27,2006-11-29,Orlando Magic,Utah Jazz
2006-11-27,2006-11-29,San Antonio Spurs,Golden State Warriors
2006-11-28,2006-11-30,Atlanta Hawks,Washington Wizards
2006-11-28,2006-11-30,Charlotte Bobcats,New Jersey Nets
2006-11-28,2006-11-30,Toronto Raptors,New Orleans/Oklahoma City Hornets
2006-11-28,2006-11-30,New York Knicks,Chicago Bulls
2006-11-28,2006-11-30,Minnesota Timberwolves,Houston Rockets
2006-11-28,2006-11-30,Memphis Grizzlies,Denver Nuggets
2006-11-28,2006-11-30,Indiana Pacers,Portland Trail Blazers
2006-11-28,2006-11-30,Los Angeles Clippers,Sacramento Kings
2006-11-28,2006-11-30,Milwaukee Bucks,Los Angeles Lakers
2006-11-29,2006-12-1,Charlotte Bobcats,Atlanta Hawks
2006-11-29,2006-12-1,New York Knicks,Cleveland Cavaliers
2006-11-29,2006-12-1,New Jersey Nets,Boston Celtics
2006-11-29,2006-12-1,Toronto Raptors,Dallas Mavericks
2006-11-29,2006-12-1,Houston Rockets,Phoenix Suns
2006-11-29,2006-12-1,San Antonio Spurs,Utah Jazz
2006-11-29,2006-12-1,Orlando Magic,Seattle SuperSonics
2006-11-29,2006-12-1,Indiana Pacers,Golden State Warriors
2006-11-29,2006-12-1,Memphis Grizzlies,Los Angeles Clippers
2006-11-30,2006-12-2,Detroit Pistons,Miami Heat
2006-11-30,2006-12-2,Utah Jazz,Los Angeles Lakers
2006-12-1,2006-12-3,Boston Celtics,Toronto Raptors
2006-12-1,2006-12-3,Charlotte Bobcats,Washington Wizards
2006-12-1,2006-12-3,Cleveland Cavaliers,Atlanta Hawks
2006-12-1,2006-12-3,New York Knicks,Detroit Pistons
2006-12-1,2006-12-3,Denver Nuggets,Minnesota Timberwolves
2006-12-1,2006-12-3,Chicago Bulls,New Orleans/Oklahoma City Hornets
2006-12-1,2006-12-3,Sacramento Kings,Dallas Mavericks
2006-12-1,2006-12-3,Milwaukee Bucks,Phoenix Suns
2006-12-1,2006-12-3,Orlando Magic,Portland Trail Blazers
2006-12-1,2006-12-3,Indiana Pacers,Seattle SuperSonics
2006-12-2,2006-12-4,Philadelphia 76ers,New Jersey Nets
2006-12-2,2006-12-4,Miami Heat,Memphis Grizzlies
2006-12-2,2006-12-4,Toronto Raptors,New York Knicks
2006-12-2,2006-12-4,Sacramento Kings,San Antonio Spurs
2006-12-2,2006-12-4,Washington Wizards,Chicago Bulls
2006-12-2,2006-12-4,Cleveland Cavaliers,Houston Rockets
2006-12-2,2006-12-4,Indiana Pacers,Denver Nuggets
2006-12-2,2006-12-4,Seattle SuperSonics,Utah Jazz
2006-12-2,2006-12-4,Milwaukee Bucks,Golden State Warriors
2006-12-2,2006-12-4,Los Angeles Lakers,Los Angeles Clippers
2006-12-3,2006-12-5,Detroit Pistons,Charlotte Bobcats
2006-12-3,2006-12-5,Minnesota Timberwolves,Philadelphia 76ers
2006-12-3,2006-12-5,Atlanta Hawks,Portland Trail Blazers
2006-12-3,2006-12-5,Orlando Magic,Los Angeles Clippers
2006-12-4,2006-12-6,Dallas Mavericks,Washington Wizards
2006-12-4,2006-12-6,Memphis Grizzlies,New York Knicks
2006-12-4,2006-12-6,Golden State Warriors,San Antonio Spurs
2006-12-4,2006-12-6,Boston Celtics,Chicago Bulls
2006-12-4,2006-12-6,Milwaukee Bucks,Utah Jazz
2006-12-4,2006-12-6,Orlando Magic,Sacramento Kings
2006-12-4,2006-12-6,Indiana Pacers,Los Angeles Lakers
2006-12-5,2006-12-7,Portland Trail Blazers,Detroit Pistons
2006-12-5,2006-12-7,Dallas Mavericks,New Jersey Nets
2006-12-5,2006-12-7,Golden State Warriors,Houston Rockets
2006-12-5,2006-12-7,Sacramento Kings,Phoenix Suns
2006-12-5,2006-12-7,Atlanta Hawks,Seattle SuperSonics
2006-12-5,2006-12-7,Miami Heat,Los Angeles Clippers
2006-12-6,2006-12-8,San Antonio Spurs,Charlotte Bobcats
2006-12-6,2006-12-8,Toronto Raptors,Cleveland Cavaliers
2006-12-6,2006-12-8,Orlando Magic,Indiana Pacers
2006-12-6,2006-12-8,Memphis Grizzlies,Boston Celtics
2006-12-6,2006-12-8,Washington Wizards,New York Knicks
2006-12-6,2006-12-8,Portland Trail Blazers,Milwaukee Bucks
2006-12-6,2006-12-8,Houston Rockets,Minnesota Timberwolves
2006-12-6,2006-12-8,Philadelphia 76ers,Chicago Bulls
2006-12-6,2006-12-8,Atlanta Hawks,Denver Nuggets
2006-12-6,2006-12-8,New Orleans/Oklahoma City Hornets,Los Angeles Lakers
2006-12-7,2006-12-9,Phoenix Suns,New Jersey Nets
2006-12-7,2006-12-9,Detroit Pistons,Dallas Mavericks
2006-12-7,2006-12-9,Miami Heat,Sacramento Kings
2006-12-8,2006-12-10,Houston Rockets,Charlotte Bobcats
2006-12-8,2006-12-10,Portland Trail Blazers,Indiana Pacers
2006-12-8,2006-12-10,Detroit Pistons,Orlando Magic
2006-12-8,2006-12-10,Phoenix Suns,Boston Celtics
2006-12-8,2006-12-10,Utah Jazz,Minnesota Timberwolves
2006-12-8,2006-12-10,Washington Wizards,Philadelphia 76ers
2006-12-8,2006-12-10,Los Angeles Clippers,San Antonio Spurs
2006-12-8,2006-12-10,Toronto Raptors,Chicago Bulls
2006-12-8,2006-12-10,Memphis Grizzlies,Milwaukee Bucks
2006-12-8,2006-12-10,Miami Heat,Denver Nuggets
2006-12-8,2006-12-10,Atlanta Hawks,Los Angeles Lakers
2006-12-8,2006-12-10,New Orleans/Oklahoma City Hornets,Seattle SuperSonics
2006-12-9,2006-12-11,Philadelphia 76ers,Orlando Magic
2006-12-9,2006-12-11,Houston Rockets,Washington Wizards
2006-12-9,2006-12-11,Indiana Pacers,Cleveland Cavaliers
2006-12-9,2006-12-11,Boston Celtics,New Jersey Nets
2006-12-9,2006-12-11,Milwaukee Bucks,New York Knicks
2006-12-9,2006-12-11,Los Angeles Clippers,Memphis Grizzlies
2006-12-9,2006-12-11,Minnesota Timberwolves,Chicago Bulls
2006-12-9,2006-12-11,Denver Nuggets,Dallas Mavericks
2006-12-9,2006-12-11,New Orleans/Oklahoma City Hornets,Golden State Warriors
2006-12-10,2006-12-12,Portland Trail Blazers,Toronto Raptors
2006-12-10,2006-12-12,Phoenix Suns,Charlotte Bobcats
2006-12-10,2006-12-12,Atlanta Hawks,Sacramento Kings
2006-12-10,2006-12-12,Golden State Warriors,Seattle SuperSonics
2006-12-10,2006-12-12,San Antonio Spurs,Los Angeles Lakers
2006-12-11,2006-12-13,Phoenix Suns,Orlando Magic
2006-12-11,2006-12-13,Portland Trail Blazers,Philadelphia 76ers
2006-12-11,2006-12-13,Toronto Raptors,Miami Heat
2006-12-11,2006-12-13,Memphis Grizzlies,New Jersey Nets
2006-12-11,2006-12-13,Boston Celtics,New York Knicks
2006-12-11,2006-12-13,Cleveland Cavaliers,New Orleans/Oklahoma City Hornets
2006-12-11,2006-12-13,Indiana Pacers,Chicago Bulls
2006-12-11,2006-12-13,Dallas Mavericks,Utah Jazz
2006-12-11,2006-12-13,San Antonio Spurs,Los Angeles Clippers
2006-12-12,2006-12-14,Denver Nuggets,Atlanta Hawks
2006-12-12,2006-12-14,Seattle SuperSonics,Milwaukee Bucks
2006-12-12,2006-12-14,Los Angeles Lakers,Houston Rockets
2006-12-12,2006-12-14,Sacramento Kings,Golden State Warriors
2006-12-13,2006-12-15,Charlotte Bobcats,Cleveland Cavaliers
2006-12-13,2006-12-15,Detroit Pistons,Indiana Pacers
2006-12-13,2006-12-15,Phoenix Suns,Miami Heat
2006-12-13,2006-12-15,Toronto Raptors,Orlando Magic
2006-12-13,2006-12-15,Boston Celtics,Philadelphia 76ers
2006-12-13,2006-12-15,Denver Nuggets,Washington Wizards
2006-12-13,2006-12-15,Milwaukee Bucks,New Jersey Nets
2006-12-13,2006-12-15,Atlanta Hawks,New York Knicks
2006-12-13,2006-12-15,Portland Trail Blazers,Memphis Grizzlies
2006-12-13,2006-12-15,Minnesota Timberwolves,San Antonio Spurs
2006-12-13,2006-12-15,Seattle SuperSonics,Chicago Bulls
2006-12-13,2006-12-15,Los Angeles Lakers,Dallas Mavericks
2006-12-13,2006-12-15,Utah Jazz,Los Angeles Clippers
2006-12-14,2006-12-16,Orlando Magic,Charlotte Bobcats
2006-12-14,2006-12-16,San Antonio Spurs,New Orleans/Oklahoma City Hornets
2006-12-14,2006-12-16,Houston Rockets,Golden State Warriors
2006-12-15,2006-12-17,New York Knicks,Indiana Pacers
2006-12-15,2006-12-17,New Jersey Nets,Toronto Raptors
2006-12-15,2006-12-17,Miami Heat,Washington Wizards
2006-12-15,2006-12-17,Denver Nuggets,Boston Celtics
2006-12-15,2006-12-17,Seattle SuperSonics,Cleveland Cavaliers
2006-12-15,2006-12-17,Philadelphia 76ers,Dallas Mavericks
2006-12-15,2006-12-17,Atlanta Hawks,Memphis Grizzlies
2006-12-15,2006-12-17,Milwaukee Bucks,Chicago Bulls
2006-12-15,2006-12-17,Golden State Warriors,Phoenix Suns
2006-12-15,2006-12-17,Sacramento Kings,Utah Jazz
2006-12-15,2006-12-17,Los Angeles Clippers,Portland Trail Blazers
2006-12-15,2006-12-17,Houston Rockets,Los Angeles Lakers
2006-12-16,2006-12-18,Chicago Bulls,Atlanta Hawks
2006-12-16,2006-12-18,Boston Celtics,Charlotte Bobcats
2006-12-16,2006-12-18,Cleveland Cavaliers,Orlando Magic
2006-12-16,2006-12-18,Memphis Grizzlies,Miami Heat
2006-12-16,2006-12-18,Denver Nuggets,New York Knicks
2006-12-16,2006-12-18,Detroit Pistons,New Jersey Nets
2006-12-16,2006-12-18,Dallas Mavericks,New Orleans/Oklahoma City Hornets
2006-12-16,2006-12-18,Philadelphia 76ers,San Antonio Spurs
2006-12-16,2006-12-18,Minnesota Timberwolves,Milwaukee Bucks
2006-12-16,2006-12-18,Phoenix Suns,Sacramento Kings
2006-12-17,2006-12-19,Golden State Warriors,Toronto Raptors
2006-12-17,2006-12-19,Utah Jazz,Indiana Pacers
2006-12-17,2006-12-19,Houston Rockets,Los Angeles Clippers
2006-12-17,2006-12-19,Seattle SuperSonics,Detroit Pistons
2006-12-17,2006-12-19,Washington Wizards,Los Angeles Lakers
2006-12-18,2006-12-20,New Orleans/Oklahoma City Hornets,Miami Heat
2006-12-18,2006-12-20,Golden State Warriors,New Jersey Nets
2006-12-18,2006-12-20,Utah Jazz,New York Knicks
2006-12-18,2006-12-20,Seattle SuperSonics,Memphis Grizzlies
2006-12-18,2006-12-20,Washington Wizards,Denver Nuggets
2006-12-18,2006-12-20,Dallas Mavericks,Sacramento Kings
2006-12-19,2006-12-21,Los Angeles Lakers,Chicago Bulls
2006-12-19,2006-12-21,Toronto Raptors,Phoenix Suns
2006-12-20,2006-12-22,Utah Jazz,Atlanta Hawks
2006-12-20,2006-12-22,New Orleans/Oklahoma City Hornets,Orlando Magic
2006-12-20,2006-12-22,Indiana Pacers,Philadelphia 76ers
2006-12-20,2006-12-22,Golden State Warriors,Boston Celtics
2006-12-20,2006-12-22,Charlotte Bobcats,New York Knicks
2006-12-20,2006-12-22,Miami Heat,Milwaukee Bucks
2006-12-20,2006-12-22,Los Angeles Lakers,Minnesota Timberwolves
2006-12-20,2006-12-22,Cleveland Cavaliers,New Jersey Nets
2006-12-20,2006-12-22,Memphis Grizzlies,San Antonio Spurs
2006-12-20,2006-12-22,Houston Rockets,Portland Trail Blazers
2006-12-20,2006-12-22,Toronto Raptors,Los Angeles Clippers
2006-12-20,2006-12-22,Dallas Mavericks,Seattle SuperSonics
2006-12-21,2006-12-23,Detroit Pistons,Cleveland Cavaliers
2006-12-21,2006-12-23,Washington Wizards,Sacramento Kings
2006-12-22,2006-12-24,Utah Jazz,Charlotte Bobcats
2006-12-22,2006-12-24,Golden State Warriors,Orlando Magic
2006-12-22,2006-12-24,Indiana Pacers,Atlanta Hawks
2006-12-22,2006-12-24,Los Angeles Lakers,New Jersey Nets
2006-12-22,2006-12-24,Chicago Bulls,New York Knicks
2006-12-22,2006-12-24,Philadelphia 76ers,Boston Celtics
2006-12-22,2006-12-24,Milwaukee Bucks,Minnesota Timberwolves
2006-12-22,2006-12-24,Memphis Grizzlies,New Orleans/Oklahoma City Hornets
2006-12-22,2006-12-24,Houston Rockets,San Antonio Spurs
2006-12-22,2006-12-24,Los Angeles Clippers,Dallas Mavericks
2006-12-22,2006-12-24,Sacramento Kings,Denver Nuggets
2006-12-22,2006-12-24,Toronto Raptors,Portland Trail Blazers
2006-12-22,2006-12-24,Washington Wizards,Phoenix Suns
2006-12-23,2006-12-25,Minnesota Timberwolves,Indiana Pacers
2006-12-23,2006-12-25,Orlando Magic,Cleveland Cavaliers
2006-12-23,2006-12-25,Atlanta Hawks,Detroit Pistons
2006-12-23,2006-12-25,Golden State Warriors,Miami Heat
2006-12-23,2006-12-25,New York Knicks,Philadelphia 76ers
2006-12-23,2006-12-25,Utah Jazz,Memphis Grizzlies
2006-12-23,2006-12-25,San Antonio Spurs,New Orleans/Oklahoma City Hornets
2006-12-23,2006-12-25,Charlotte Bobcats,Chicago Bulls
2006-12-23,2006-12-25,Los Angeles Clippers,Houston Rockets
2006-12-23,2006-12-25,New Jersey Nets,Milwaukee Bucks
2006-12-23,2006-12-25,Toronto Raptors,Seattle SuperSonics
2006-12-25,2006-12-27,Los Angeles Lakers,Miami Heat
2006-12-26,2006-12-28,Houston Rockets,Indiana Pacers
2006-12-26,2006-12-28,Memphis Grizzlies,Washington Wizards
2006-12-26,2006-12-28,New Jersey Nets,Detroit Pistons
2006-12-26,2006-12-28,Chicago Bulls,Minnesota Timberwolves
2006-12-26,2006-12-28,Milwaukee Bucks,San Antonio Spurs
2006-12-26,2006-12-28,Charlotte Bobcats,Dallas Mavericks
2006-12-26,2006-12-28,Boston Celtics,Denver Nuggets
2006-12-26,2006-12-28,Portland Trail Blazers,Phoenix Suns
2006-12-26,2006-12-28,Los Angeles Clippers,Utah Jazz
2006-12-26,2006-12-28,New Orleans/Oklahoma City Hornets,Seattle SuperSonics
2006-12-26,2006-12-28,Philadelphia 76ers,Golden State Warriors
2006-12-27,2006-12-29,Cleveland Cavaliers,Atlanta Hawks
